2011, 1, 10, 1000000
2011, 1, 11, 998785
2011, 1, 12, 1002955
2011, 1, 13, 1004845
2011, 1, 14, 1009565
2011, 1, 18, 1012165
2011, 1, 19, 1032325
2011, 1, 20, 1032765
2011, 1, 21, 1031565
2011, 1, 24, 1048085
2011, 1, 25, 1055325
2011, 1, 26, 1053725
2011, 1, 27, 1054135
2011, 1, 28, 1030895
2011, 1, 31, 1041425
2011, 2, 1, 1058345
2011, 2, 2, 1058265
2011, 2, 3, 1057215
2011, 2, 4, 1060565
2011, 2, 7, 1064555
2011, 2, 8, 1077365
2011, 2, 9, 1071605
2011, 2, 10, 1066705
2011, 2, 11, 1073805
2011, 2, 14, 1074935
2011, 2, 15, 1069415
2011, 2, 16, 1071725
2011, 2, 17, 1076125
2011, 2, 18, 1083345
2011, 2, 22, 1051915
2011, 2, 23, 1045945
2011, 2, 24, 1045805
2011, 2, 25, 1053065
2011, 2, 28, 1054825
2011, 3, 1, 1034545
2011, 3, 2, 1035335
2011, 3, 3, 1057385
2011, 3, 4, 1054415
2011, 3, 7, 1050995
2011, 3, 8, 1055225
2011, 3, 9, 1061669
2011, 3, 10, 1054757
2011, 3, 11, 1055495
2011, 3, 14, 1053623
2011, 3, 15, 1049357
2011, 3, 16, 1038521
2011, 3, 17, 1040645
2011, 3, 18, 1043723
2011, 3, 21, 1046945
2011, 3, 22, 1047521
2011, 3, 23, 1050275
2011, 3, 24, 1051193
2011, 3, 25, 1055045
2011, 3, 28, 1053587
2011, 3, 29, 1056305
2011, 3, 30, 1057601
2011, 3, 31, 1056647
2011, 4, 1, 1058807
2011, 4, 4, 1058771
2011, 4, 5, 1058303
2011, 4, 6, 1058393
2011, 4, 7, 1059005
2011, 4, 8, 1058411
2011, 4, 11, 1058231
2011, 4, 12, 1056971
2011, 4, 13, 1058231
2011, 4, 14, 1060067
2011, 4, 15, 1062299
2011, 4, 18, 1061813
2011, 4, 19, 1060841
2011, 4, 20, 1059671
2011, 4, 21, 1066025
2011, 4, 25, 1064927
2011, 4, 26, 1066403
2011, 4, 27, 1069787
2011, 4, 28, 1070525
2011, 4, 29, 1070165
2011, 5, 2, 1072991
2011, 5, 3, 1074287
2011, 5, 4, 1066862
2011, 5, 5, 1059734
2011, 5, 6, 1061153
2011, 5, 9, 1061846
2011, 5, 10, 1066070
2011, 5, 11, 1063166
2011, 5, 12, 1072208
2011, 5, 13, 1064552
2011, 5, 16, 1061054
2011, 5, 17, 1066466
2011, 5, 18, 1066268
2011, 5, 19, 1066763
2011, 5, 20, 1065344
2011, 5, 23, 1059074
2011, 5, 24, 1058183
2011, 5, 25, 1057391
2011, 5, 26, 1055510
2011, 5, 27, 1056566
2011, 5, 31, 1061285
2011, 6, 1, 1053464
2011, 6, 2, 1051913
2011, 6, 3, 1048481
2011, 6, 6, 1048481
2011, 6, 7, 1048481
2011, 6, 8, 1048481
2011, 6, 9, 1048481
2011, 6, 10, 1048481
2011, 6, 13, 1049321
2011, 6, 14, 1056329
2011, 6, 15, 1049501
2011, 6, 16, 1047593
2011, 6, 17, 1041713
2011, 6, 20, 1035785
2011, 6, 21, 1047761
2011, 6, 22, 1044533
2011, 6, 23, 1054877
2011, 6, 24, 1049021
2011, 6, 27, 1055849
2011, 6, 28, 1059713
2011, 6, 29, 1058249
2011, 6, 30, 1060205
2011, 7, 1, 1069313
2011, 7, 5, 1076717
2011, 7, 6, 1079513
2011, 7, 7, 1086041
2011, 7, 8, 1089053
2011, 7, 11, 1082201
2011, 7, 12, 1081901
2011, 7, 13, 1087025
2011, 7, 14, 1086725
2011, 7, 15, 1095305
2011, 7, 18, 1105961
2011, 7, 19, 1109621
2011, 7, 20, 1121681
2011, 7, 21, 1122149
2011, 7, 22, 1129361
2011, 7, 25, 1135601
2011, 7, 26, 1141493
2011, 7, 27, 1128509
2011, 7, 28, 1127585
2011, 7, 29, 1125977
2011, 8, 1, 1133501
2011, 8, 2, 1124093
2011, 8, 3, 1128485
2011, 8, 4, 1110245
2011, 8, 5, 1105745
2011, 8, 8, 1081253
2011, 8, 9, 1106213
2011, 8, 10, 1093829
2011, 8, 11, 1105841
2011, 8, 12, 1109789
2011, 8, 15, 1117493
2011, 8, 16, 1113977
2011, 8, 17, 1113929
2011, 8, 18, 1096661
2011, 8, 19, 1084637
2011, 8, 22, 1085129
2011, 8, 23, 1105721
2011, 8, 24, 1108817
2011, 8, 25, 1105865
2011, 8, 26, 1117697
2011, 8, 29, 1125365
2011, 8, 30, 1125389
2011, 8, 31, 1119197
2011, 9, 1, 1114637
2011, 9, 2, 1106261
2011, 9, 6, 1113089
2011, 9, 7, 1118117
2011, 9, 8, 1118369
2011, 9, 9, 1110377
2011, 9, 12, 1113329
2011, 9, 13, 1118945
2011, 9, 14, 1124561
2011, 9, 15, 1128953
2011, 9, 16, 1138001
2011, 9, 19, 1151357
2011, 9, 20, 1153541
2011, 9, 21, 1151969
2011, 9, 22, 1139585
2011, 9, 23, 1142561
2011, 9, 26, 1141205
2011, 9, 27, 1136513
2011, 9, 28, 1133813
2011, 9, 29, 1126085
2011, 9, 30, 1114985
2011, 10, 3, 1106921
2011, 10, 4, 1104401
2011, 10, 5, 1111301
2011, 10, 6, 1110245
2011, 10, 7, 1101161
2011, 10, 10, 1123973
2011, 10, 11, 1137749
2011, 10, 12, 1140029
2011, 10, 13, 1147517
2011, 10, 14, 1163801
2011, 10, 17, 1161389
2011, 10, 18, 1164089
2011, 10, 19, 1135745
2011, 10, 20, 1131773
2011, 10, 21, 1128845
2011, 10, 24, 1144325
2011, 10, 25, 1134725
2011, 10, 26, 1138121
2011, 10, 27, 1143029
2011, 10, 28, 1143341
2011, 10, 31, 1143137
2011, 11, 1, 1133213
2011, 11, 2, 1134293
2011, 11, 3, 1141085
2011, 11, 4, 1137689
2011, 11, 7, 1137077
2011, 11, 8, 1144877
2011, 11, 9, 1131737
2011, 11, 10, 1119665
2011, 11, 11, 1118945
2011, 11, 14, 1112513
2011, 11, 15, 1123997
2011, 11, 16, 1119125
2011, 11, 17, 1110293
2011, 11, 18, 1107329
2011, 11, 21, 1100213
2011, 11, 22, 1109213
2011, 11, 23, 1097789
2011, 11, 25, 1093685
2011, 11, 28, 1108745
2011, 11, 29, 1105241
2011, 11, 30, 1116041
2011, 12, 1, 1122917
2011, 12, 2, 1125041
2011, 12, 5, 1129013
2011, 12, 6, 1126541
2011, 12, 7, 1124309
2011, 12, 8, 1126193
2011, 12, 9, 1129745
2011, 12, 12, 1127609
2011, 12, 13, 1123973
2011, 12, 14, 1113629
2011, 12, 15, 1112129
2011, 12, 16, 1114625
2011, 12, 19, 1116053
2011, 12, 20, 1132541
